,wt_fe2_1,wt_fe2_2,wt_dpd_1,wt_dpd_2,delfur_fe2_1,delfur_fe2_2,delfur_dpd_1,delfur_dpd_2
b3055,762,622,1484,1165,1429,1277,1759,1628
b3056,1173,845,2557,2370,1281,1293,2641,2341
b3057,474,398,282,197,373,425,285,251
b3058,121,110,86,41,67,80,73,79
b3059,321,286,315,311,389,349,291,352
b3060,31,24,22,25,28,25,16,21
b3061,8,11,12,8,8,13,8,13
b3062,6,6,5,6,7,4,5,9
b3063,7,9,9,9,8,11,10,14
b3064,1014,813,1294,1228,927,843,1200,1128
b3065,20877,17954,5266,3294,17111,15030,6633,4223
b3066,3660,3056,2622,2543,3161,2791,2460,2716
b3067,8048,6714,16164,15164,9535,8905,14159,13793
b3068,565,482,1173,971,848,855,1261,1305
b3070,490,370,1357,1077,2019,1921,1302,1144
b3071,500,341,589,479,784,664,449,415
b3072,191,155,241,221,183,183,271,238
b3073,2989,2360,21811,22125,3368,3381,27118,26290
b3074,2,6,3,2,5,3,3,6
b3075,308,289,230,166,341,333,188,213
b3076,52,54,66,82,40,43,54,75
b3077,5,4,2,5,5,6,4,1
b3078,5,4,5,7,7,5,0,8
b3079,3,3,8,8,6,3,1,3
b3080,37,16,60,40,35,42,63,49
b3081,169,123,123,112,99,95,127,122
b3082,55,48,81,75,66,64,61,61
b3083,24,24,21,18,37,37,11,29
b3084,408,342,163,137,263,200,181,181
b3085,176,122,134,120,165,161,148,122
b3086,10,5,7,7,5,4,3,5
b3087,487,398,967,1054,603,562,821,937
b3088,91,58,44,34,74,71,70,55
b3089,1838,1481,3923,3211,1931,1980,5149,4926
b3090,36,33,39,37,27,28,28,22
b3091,140,129,147,161,134,130,158,129
b3092,277,243,219,222,200,206,241,252
b3093,107,96,264,261,119,122,259,271
b3094,815,655,1256,1315,700,616,1096,1143
b3095,595,511,924,872,599,600,791,771
b3096,177,152,202,213,172,157,211,182
b3097,1700,1538,3381,3395,1982,1903,3400,4141
b3098,719,676,854,1088,967,983,1086,838
b3099,832,637,1717,1916,983,1031,1793,1751
b3100,705,477,1802,2019,767,739,2164,1780
b3101,47,34,75,70,35,40,98,96
b3102,426,341,2300,2371,543,508,2141,2073
b3103,344,243,664,510,368,389,552,397
b3104,16,9,9,7,10,17,8,9
b3105,532,393,499,314,491,442,477,418
b3106,44,35,88,61,32,44,97,80
b3107,228,174,142,92,178,185,183,109
b3110,39,37,39,49,37,37,35,40
b3113,20,10,36,37,20,21,23,23
b3114,90,64,104,91,83,89,94,96
b3115,34,36,25,21,46,37,33,25
b3116,81,70,65,44,80,84,68,61
b3117,7,7,5,8,4,9,7,7
b3118,7,10,9,3,6,4,6,7
b3119,0,0,0,0,1,0,1,0
b3120,0,0,2,1,1,0,1,3
b3121,6,10,2,1,4,3,5,9
b3124,133,109,427,445,151,169,381,399
b3125,80,61,248,238,88,88,222,208
b3126,23,15,48,40,30,13,51,47
b3127,3,7,13,12,5,9,9,9
b3128,79,76,133,104,112,125,118,117
b3129,219,199,470,493,292,281,400,500
b3130,296,251,347,284,381,377,359,315
b3131,674,490,675,703,613,607,825,787
b3132,16,18,15,11,22,38,16,16
b3133,12,14,31,24,23,21,23,29
b3136,6,11,9,7,10,10,12,9
b3137,3,4,4,13,9,2,6,19
b3138,5,1,7,3,8,6,9,9
b3139,2,5,7,6,7,6,5,5
b3140,4,6,5,5,4,5,9,5
b3141,16,11,16,20,21,20,14,19
b3142,17,22,24,17,24,21,24,25
b3143,3,6,6,5,1,0,5,10
b3144,99,84,85,63,87,113,71,78
b3145,62,48,66,62,59,57,52,55
b3146,721,606,709,608,690,597,635,664
b3147,2264,2018,2692,2786,2247,2200,2563,3153
b3148,204,194,168,165,194,185,192,208
b3149,601,565,695,716,726,693,682,922
b3150,712,568,831,724,790,700,891,831
b3151,513,415,321,283,877,867,342,395
b3152,72,37,164,129,49,50,187,93
b3153,45,34,628,592,63,54,567,562
b3154,112,87,125,86,118,130,120,118
b3155,75,83,87,59,84,77,92,84
b3156,334,274,347,380,354,373,372,399
b3157,560,462,650,595,609,614,636,594
b3158,26,26,14,18,9,20,20,25
b3159,27,24,36,39,27,29,43,30
b3160,783,682,2107,1847,1121,1088,2033,1704
b3161,254,192,511,504,174,169,101,141
b3162,3118,2446,4314,5716,2502,2335,5302,6789
b3163,5625,4493,5274,5623,4784,4571,5794,6543
b3164,19363,15537,13248,12044,15407,14364,15224,15345
b3165,11012,9717,3656,3244,9094,8190,3966,3666
b3166,1340,1182,888,887,1070,939,999,1045
b3167,880,689,723,655,716,671,702,753
b3168,15666,12827,14669,12667,12076,11466,13922,15978
b3169,5769,4640,4868,4638,4641,4491,5022,6132
b3170,1517,1236,628,667,1202,1227,808,938
b3172,16968,13139,3931,2688,10422,10200,4818,5366
b3173,45,41,76,48,52,46,84,50
b3175,9002,7361,2081,1621,6149,6045,2390,2609
b3176,3411,2746,3116,2754,3220,3014,3095,3109
b3177,704,576,388,411,644,650,421,576
b3178,9119,7281,12684,11860,10110,10123,13569,14138
b3179,1863,1540,2951,2977,2226,2297,3170,3202
b3180,2439,2042,1329,1144,1966,1870,1348,1424
b3181,961,802,1078,784,902,935,1023,734
b3182,609,547,713,756,671,655,690,833
b3183,1077,822,1235,1108,873,837,1394,1164
b3184,670,488,394,388,468,479,437,466
b3185,6243,5042,2810,3025,5139,5211,3419,4202
b3186,9024,7938,3367,2664,7456,7426,3890,3855
b3187,3015,2567,2737,2602,2911,2612,2873,3099
b3188,64,50,47,44,57,59,75,52
b3189,3256,2473,2635,2472,3108,2998,2685,2756
b3190,845,702,511,441,805,715,507,609
b3191,311,231,300,302,330,331,430,323
b3192,1302,1070,2106,2034,1477,1399,2066,2445
b3193,577,464,720,689,637,597,659,796
b3194,600,448,730,659,583,561,675,605
b3195,977,714,1409,1302,931,888,1240,1398
b3196,334,275,467,432,320,349,493,507
b3197,1304,1005,1752,1637,1191,1123,1621,1831
b3198,602,526,768,795,607,572,854,928
b3199,760,657,694,671,757,719,801,712
b3200,1116,990,1407,1482,1250,1082,1438,1703
b3201,1159,887,1856,1753,1261,1174,2090,1686
b3202,3932,3465,5893,5868,4260,3959,5715,6546
b3203,1369,1104,2241,2360,1496,1458,2235,2363
b3204,1645,1414,2362,2204,1729,1640,2377,2860
b3205,1886,1603,2865,2829,2079,1907,2751,3348
b3206,132,114,186,209,154,138,204,268
b3207,3443,2775,9647,9397,4595,4424,9381,9255
b3208,195,158,136,121,173,166,195,198
b3209,639,545,835,732,710,671,849,914
b3210,1215,1007,2130,1684,1336,1249,2302,2133
b3211,39,32,27,43,23,30,51,44
b3212,93436,73278,19922,17945,38656,35632,17376,19323
b3213,28032,22725,6156,5505,11709,10645,5090,5856
b3214,510,441,43,28,274,217,50,48
b3215,35,42,7,5,22,15,4,8
b3216,143,125,184,150,149,150,216,174
b3218,1673,1441,1245,1116,1321,1110,1272,1428
b3219,166,164,171,174,223,197,189,169
b3220,92,68,75,86,82,76,73,81
b3221,75,79,250,218,113,123,266,238
b3222,105,76,388,376,130,105,346,369
b3223,40,30,113,107,30,46,109,81
b3224,53,50,136,126,72,64,98,119
b3225,74,68,60,51,89,85,79,52
b3226,587,465,736,702,620,533,755,732
b3227,11,10,18,15,20,14,11,7
b3228,1562,1247,1370,1181,1356,1273,1361,1279
b3229,3808,3025,3485,3108,3339,3294,3513,3044
b3230,12159,9986,3217,2954,9385,9433,4633,3689
b3231,19790,15836,7548,6413,15019,14062,8601,9848
b3232,734,588,503,471,678,657,603,583
b3233,1637,1398,1676,1420,1724,1698,2009,1759
b3234,572,469,1164,1068,667,710,1066,1079
b3235,717,553,638,565,729,676,711,507
b3236,25037,21895,18750,15481,25678,23960,17966,18696
b3237,1343,1050,976,810,1331,1223,1003,1381
b3238,98,82,697,637,123,138,540,416
b3239,128,80,657,561,142,189,595,405
b3240,71,80,116,117,82,66,89,105
b3241,47,27,94,84,40,53,94,93
b3242,10,4,9,4,8,9,8,5
b3243,548,415,845,691,506,510,767,741
b3244,1920,1658,3958,3884,1852,1793,3438,3664
b3247,1927,1529,2157,1917,1879,1741,2073,2059
b3248,577,456,950,1052,586,545,892,1285
b3249,276,242,174,205,250,250,210,275
b3250,1299,1057,735,682,1041,1070,876,1052
b3251,4818,3867,5045,4204,4540,4445,5549,5647
b3252,769,618,982,877,866,823,1170,1240
b3253,505,433,1465,1412,589,590,1174,1212
b3255,4972,4359,3351,3112,4288,3806,3469,4419
b3256,8497,7360,5145,4128,6719,6682,5686,6377
b3257,47,45,16,12,34,32,14,20
b3258,258,225,258,262,232,198,244,299
b3259,833,679,955,984,745,713,840,862
b3260,5980,5263,1702,1703,4637,4318,2118,3094
b3261,2597,2265,454,369,2005,1738,556,762
b3262,65,55,25,25,57,65,33,22
b3263,44,32,16,14,27,33,7,17
b3264,5,3,4,1,7,1,7,3
b3265,8,3,2,5,6,9,5,8
b3266,123,76,154,142,120,116,135,120
b3267,50,39,57,47,24,21,41,50
b3269,25,21,23,18,21,24,25,31
b3270,10,9,16,27,19,14,18,30
b3271,62,45,67,61,58,57,58,56
b3279,1234,1035,805,736,1285,1159,917,1017
b3280,84,64,77,89,52,55,73,101
b3281,250,209,350,381,205,225,310,369
b3282,303,221,351,409,240,249,345,381
b3283,770,574,1009,1118,758,785,887,1096
b3284,725,615,1192,1220,686,695,1127,1120
b3287,1523,1250,2489,2303,1504,1440,2222,2221
b3288,1687,1515,2681,2854,1709,1679,2540,2656
b3289,1036,847,1271,1311,809,857,1155,1371
b3290,957,828,1994,2074,933,974,1680,1870
b3291,988,700,3416,2725,1325,1399,3216,2583
b3292,104,68,212,203,135,158,177,192
b3293,161,133,337,287,198,198,294,288
b3294,15910,12839,9543,9326,12489,12089,9721,10388
b3295,62817,54454,32504,32042,50501,46851,33758,41389
b3296,38550,35662,24063,26335,33458,29871,23349,36219
b3297,13580,11681,7442,7427,11452,11547,7990,8764
b3298,19625,17015,9532,9633,16129,16103,11084,12421
b3299,4477,4179,2859,3040,3825,3757,2571,4356
b3300,43285,34985,27518,25405,34742,33539,28081,32075
b3301,14021,11096,9599,9349,10757,10615,10270,12584
b3302,2634,2678,381,493,2503,2599,508,682
b3303,14042,11693,9119,9656,11615,11279,9729,12624
b3304,8470,7445,4729,5008,7232,7045,5452,7752
b3305,17707,14829,11517,11988,14419,14231,12718,16158
b3306,13048,11292,6805,7391,11185,10409,7705,11274
b3307,13863,12205,10677,8225,11808,11385,11686,10544
b3308,19317,15873,10913,10960,15466,15668,12814,15648
b3309,8594,7460,4473,3995,6882,6863,4830,5575
b3310,22725,20168,11426,10794,19257,18454,13420,14837
b3311,5708,5356,1622,1547,4891,5016,1778,1891
b3312,2260,2694,610,930,2725,2317,659,1426
b3313,15451,13702,7705,8613,12285,11752,7307,10170
b3314,25890,22415,15231,15598,20277,18917,13945,18817
b3315,13621,12427,4450,4474,11432,11386,4470,5351
b3316,7622,7578,4317,4932,7172,6659,3921,7210
b3317,27790,23379,19083,17666,21248,19887,18047,22693
b3318,9180,9104,5332,6098,8799,7885,4504,9272
b3319,18188,15352,9750,9964,13808,12712,9586,14196
b3320,29109,23974,16674,15358,21990,21139,15789,20953
b3321,22039,19363,9887,10095,17163,16182,10136,13455
b3322,64,39,117,80,55,51,78,87
b3323,28,19,25,28,38,38,39,27
b3324,74,51,10,20,55,58,23,26
b3325,206,149,72,50,170,140,63,79
b3326,83,72,32,24,61,57,30,39
b3327,36,44,27,14,43,43,22,30
b3328,15,7,4,3,8,13,4,4
b3329,8,8,4,2,3,4,4,2
b3330,8,5,6,2,3,7,3,4
b3331,6,7,6,3,3,1,3,3
b3332,12,15,6,10,11,9,5,7
b3333,29,24,25,17,24,23,14,38
b3334,24,15,22,15,20,23,10,20
b3335,20,11,10,14,21,14,17,7
b3336,1730,1297,968,940,782,760,1135,1072
b3337,266,175,551,473,1124,1127,744,533
b3338,380,344,424,337,306,274,406,418
b3339,187898,154020,119093,107177,157418,145981,108848,120095
b3340,125818,103988,93682,91348,103089,97268,85638,103543
b3341,28097,23577,18925,19130,23446,22280,17505,21251
b3342,26043,21348,19185,16399,20268,20025,18981,16831
b3343,156,157,269,240,245,220,220,223
b3344,104,90,74,62,111,109,70,75
b3345,277,292,304,303,321,306,328,410
b3346,1258,1065,1646,1704,1393,1356,1370,1807
b3347,2898,2281,2446,1929,2591,2627,3121,3300
b3348,232,173,176,134,212,231,181,146
b3349,5831,4617,5213,4408,4591,4362,5931,5240
b3350,284,219,480,457,299,280,445,431
b3351,177,128,232,167,172,193,228,124
b3352,1735,1578,2210,2123,1809,1665,2010,2016
b3353,353,294,537,543,325,316,492,539
b3354,88,86,88,113,107,134,84,95
b3355,636,500,839,785,660,680,813,790
b3356,693,517,708,630,685,666,740,803
b3357,6683,5984,7179,5478,8553,7818,6264,5571
b3358,716,566,538,498,736,687,593,714
b3359,6728,5123,1362,720,4825,4494,1629,1795
b3360,124,88,176,175,111,108,175,146
b3361,267,160,1497,1511,305,314,1365,1397
b3362,25,27,15,15,36,33,26,37
b3363,1081,912,562,336,1080,1017,610,550
b3364,541,406,684,601,360,383,675,686
b3365,234,216,72,70,71,47,92,84
b3366,11,7,1,4,2,3,2,5
b3367,54,57,25,24,59,54,38,32
b3368,491,418,731,653,499,508,640,661
b3369,13,11,7,7,14,12,10,6
b3370,5,2,1,3,6,2,4,2
b3371,30,25,75,55,47,41,66,63
b3374,47,44,73,78,63,45,77,91
b3375,403,343,304,257,449,409,330,263
b3376,46,28,96,87,50,51,91,86
b3377,25,24,39,39,42,34,46,37
b3378,12,9,7,8,19,15,4,9
b3379,10,14,29,29,11,14,20,22
b3380,13,8,21,18,8,8,10,20
b3381,11,9,15,13,11,5,8,12
b3382,11,9,12,5,17,15,10,19
b3383,62,63,39,33,50,48,50,56
b3384,2489,1950,2350,1968,2057,2034,2262,2242
b3385,1106,849,1598,1610,985,891,1452,1738
b3386,1351,1167,1659,1337,1350,1180,1629,1434
b3387,737,593,813,822,756,657,893,1039
b3388,5396,4750,7835,7702,5343,4968,7731,8647
b3389,3748,3180,4498,4335,3533,3236,4076,5162
b3390,3421,2618,2324,1847,2759,2720,2461,2266
b3391,46,29,47,43,31,35,59,44
b3392,1,5,1,2,6,4,2,7
b3393,4,1,2,2,1,3,5,2
b3394,5,3,1,3,9,6,2,6
b3395,37,29,72,54,43,38,61,47
b3396,903,754,595,587,977,875,668,683
b3397,1101,869,828,779,993,947,1032,862
b3398,806,737,848,768,939,857,967,925
b3399,429,410,780,699,581,517,760,816
b3400,301,304,640,597,501,451,519,615
b3401,804,633,1581,1502,1059,1001,1346,1383
b3402,214,140,131,115,245,206,154,173
b3403,1586,1364,906,765,1653,1469,1252,1243
b3404,570,492,985,958,515,514,1072,1136
b3405,970,964,2275,2118,1160,1101,2460,2095
b3406,313,254,295,255,306,295,310,280
b3407,3536,3011,2936,2393,3296,3161,2895,2886
b3408,194,159,281,228,424,356,294,214
b3409,1306,944,2423,2335,2590,2446,2575,2382
b3410,104,79,108,169,218,204,119,169
b3411,67,42,52,55,69,60,69,52
b3412,267,177,278,261,214,197,310,319
b3413,429,364,337,345,463,412,339,355
b3414,3792,2947,7448,7405,5868,4882,6388,6835
b3415,133,127,169,153,190,220,224,171
b3416,1129,923,1334,1144,1599,1491,1519,1469
b3417,2162,2069,2383,2060,3400,2994,2355,2478
b3418,4725,4361,1391,1113,5646,5105,1674,2003
b3421,144,127,328,292,166,183,217,239
b3422,89,56,76,71,84,68,68,63
b3424,915,719,673,514,893,851,661,591
b3425,358,345,217,176,478,411,237,220
b3426,212,171,1060,1115,318,289,924,837
b3428,5420,4106,6749,5584,5500,5284,7313,6690
b3429,3213,2568,4603,4164,3394,3345,5190,5208
b3430,4397,3618,4643,3993,4834,4770,5137,5352
b3431,2750,2130,3380,2976,2770,2862,3674,3708
b3432,7138,5547,6947,5395,7039,6992,8171,7465
b3433,16879,12618,13046,9436,14867,13966,16090,16628
b3434,156,117,222,162,155,165,160,136
b3437,62,39,63,46,49,51,82,66
b3438,1099,984,1276,1060,1157,1059,1289,1030
b3439,180,176,518,489,223,250,441,457
b3440,1537,1284,1367,1243,1718,1500,1376,1238
b3441,132,95,70,54,98,92,84,56
b3442,7,4,6,5,3,5,6,6
b3444,2,0,3,2,0,2,2,2
b3445,1,1,0,2,1,0,0,2
b3446,23,12,23,24,22,21,26,25
b3447,1450,1179,3184,2635,1859,1841,4010,4121
b3448,291,216,2460,2217,488,465,2582,1979
b3449,442,365,1071,977,445,434,943,864
b3450,400,366,1170,1389,426,424,1032,1385
b3451,105,84,199,198,146,128,209,194
b3452,116,90,226,196,155,171,206,206
b3453,772,795,2753,2518,1468,1480,2922,2551
b3454,2042,1561,1099,955,1699,1645,818,911
b3455,1951,1711,1034,1104,1884,1791,861,1066
b3456,2267,1655,1013,758,1913,1795,818,694
b3457,1357,1017,386,382,1012,993,341,340
b3458,5883,4515,2155,1730,4463,4316,1800,1768
b3459,131,121,136,127,171,166,159,168
b3460,13029,9592,4501,3215,11181,10771,986,1050
b3461,2553,2130,6493,6325,3385,3380,6196,6111
b3462,693,526,867,637,650,643,788,677
b3463,408,314,646,614,433,417,557,506
b3464,1162,935,1539,1225,1123,1075,1355,1399
b3465,316,281,347,351,341,325,361,385
b3466,66,65,63,42,73,69,50,40
b3467,275,260,277,240,365,363,273,285
b3468,363,304,490,548,431,504,598,534
b3469,103,92,1504,1324,1990,1697,1269,764
b3470,317,320,185,163,320,291,205,142
b3471,278,241,307,329,272,294,294,248
b3472,1770,1439,1223,1071,1613,1495,1391,1279
b3473,287,230,256,247,263,293,285,330
b3474,127,104,262,307,147,136,275,322
b3475,305,250,498,618,355,332,526,677
b3476,13,11,59,51,9,14,68,74
b3477,3,5,14,15,2,5,15,11
b3478,6,1,19,16,10,4,16,16
b3479,15,7,50,42,15,15,37,46
b3480,12,16,48,54,17,17,33,39
b3481,157,131,204,145,197,173,165,163
b3482,158,143,205,168,161,173,221,175
b3483,3,3,6,3,7,4,1,4
b3484,19,33,14,12,16,24,14,19
b3485,622,523,191,182,537,451,296,236
b3486,2186,1807,751,602,1827,1816,712,716
b3487,1003,829,411,276,974,865,385,331
b3488,59,45,134,94,64,48,141,121
b3491,133,68,492,356,101,99,1325,1118
b3492,499,382,331,290,446,387,349,375
b3493,1743,1391,1734,1682,1719,1635,1757,1897
b3494,456,374,2068,2061,582,607,1974,1514
b3495,9291,7770,9941,8106,11150,10617,9753,9155
b3496,207,151,544,592,207,170,712,537
b3497,224,188,487,467,274,251,504,545
b3498,2376,2013,5720,5168,3429,3471,5445,5485
b3499,664,509,783,745,531,557,800,796
b3500,2188,1627,3415,3250,2047,2022,3053,3208
b3501,23,23,20,19,45,31,19,20
b3502,51,34,42,28,88,73,47,33
b3503,71,61,75,93,81,90,78,81
b3505,1610,1534,1296,1176,1302,1064,1308,1407
b3506,1642,1288,2774,1968,1224,1199,4225,3453
b3507,108,91,195,145,77,72,321,311
b3508,208,186,674,564,127,138,893,1117
b3509,5058,4107,19780,18866,3963,4031,25106,27955
b3510,7909,6051,28673,28113,5245,5442,35010,41126
b3511,1730,1190,6438,6709,1291,1162,8673,10673
b3512,861,650,5323,4442,877,948,6583,6581
b3513,419,298,1525,1152,330,345,2797,2602
b3514,729,572,2458,1838,632,606,4700,4880
b3515,966,721,1000,805,591,619,1416,1419
b3516,1975,1596,2324,1797,1871,1749,3180,3542
b3517,4714,3142,25687,22860,2744,2928,43175,44355
b3518,52,42,108,77,61,88,103,94
b3519,797,588,6685,7051,1248,1217,5591,5089
b3520,58,45,79,55,81,80,94,54
b3521,157,133,215,182,205,174,191,179
b3522,464,398,2060,1843,712,723,2206,1638
b3523,6368,5228,5659,6097,7880,7454,3965,3324
b3524,429,321,3528,3300,577,599,3227,3049
b3525,8,6,8,11,8,9,11,8
b3526,620,511,728,554,588,571,565,498
b3527,573,467,1138,1020,779,685,1130,1365
b3528,632,468,95,71,315,339,101,88
b3529,386,336,732,682,528,448,669,774
b3530,534,471,1156,1104,625,560,1057,1049
b3531,66,64,51,70,85,64,93,75
b3532,203,183,208,186,234,221,208,187
b3533,120,96,128,107,117,114,112,99
b3535,316,273,227,214,303,317,271,327
b3536,1791,1542,1808,1508,1757,1669,1964,2139
b3537,32,23,6,4,35,32,9,8
b3538,944,743,703,607,850,747,886,947
b3539,193,160,109,93,191,173,103,113
b3540,1055,813,336,237,196,197,238,259
b3541,822,716,311,324,224,187,260,282
b3542,413,295,115,92,79,99,127,121
b3543,493,369,143,127,108,117,147,119
b3544,12329,10301,14741,11366,11884,11153,9874,10860
b3546,226,203,363,328,317,299,385,429
b3547,36,30,47,51,38,37,55,44
b3548,515,423,880,881,578,537,854,715
b3549,337,284,637,555,365,375,472,503
b3550,108,80,113,131,106,100,90,105
b3551,1329,1085,3616,2750,1442,1520,6600,7193
b3552,168,141,125,97,161,141,123,157
b3553,3332,2958,5298,4173,4281,3900,5329,5142
b3554,1787,1323,1900,1622,1750,1660,2021,1927
b3555,1301,1092,10182,8626,1983,1960,9442,7138
b3556,2471,1915,242,245,1160,1058,575,548
b3557,30,34,26,16,36,45,18,28
b3558,16,17,15,10,27,22,21,23
b3559,7651,6493,11420,11072,7739,7468,10132,11758
b3560,4251,3738,4737,4164,4239,3931,4302,4693
b3561,76,56,65,79,83,73,97,69
b3562,4,2,4,2,10,11,8,9
b3563,2,4,2,4,6,6,7,4
b3564,55,48,279,299,71,88,265,256
b3565,120,101,388,462,149,139,442,347
b3566,18,21,19,15,26,15,13,23
b3567,40,30,30,27,51,48,31,35
b3568,29,34,47,40,44,36,55,62
b3569,269,217,275,229,308,290,246,238
b3570,2091,1654,2997,2956,2466,2416,3917,3916
b3571,166,127,146,156,212,173,154,134
b3572,4610,3648,3971,4264,3690,3552,2350,2700
b3573,53,39,46,43,61,50,37,30
b3574,776,667,798,646,913,829,720,734
b3575,11,10,26,17,16,20,17,16
b3576,0,1,3,3,2,2,4,1
b3577,2,0,1,0,1,1,1,2
b3578,4,5,1,4,4,4,4,5
b3579,8,5,8,19,13,9,7,6
b3580,27,29,26,39,26,24,29,37
b3581,12,5,22,18,12,11,17,28
b3582,22,26,31,26,28,26,35,32
b3583,31,34,93,101,54,64,94,69
b3584,17,11,32,29,24,21,27,40
b3585,95,86,160,132,110,113,179,177
b3586,28,13,34,45,16,25,52,32
b3587,0,2,4,3,3,3,1,2
b3588,157,98,825,669,243,246,794,812
b3589,5,6,6,9,4,9,3,17
b3590,1518,1341,2385,2036,1613,1551,2276,2375
b3591,922,811,1271,1247,977,870,1183,1342
b3592,503,376,1031,1061,554,606,1163,1242
b3593,159,160,197,187,160,150,209,163
b3594,129,74,73,52,89,79,93,95
b3596,16,10,9,7,10,12,6,12
b3597,81,85,212,230,95,86,214,155
b3598,43,38,100,113,94,62,91,63
b3599,1051,831,1494,1172,1075,1021,2070,1960
b3600,1131,904,2300,1875,1210,1127,2213,2039
b3601,292,257,277,215,285,312,309,238
b3602,795,656,614,597,682,588,743,718
b3603,271,249,506,491,440,418,496,420
b3604,88,72,120,164,108,115,117,152
b3605,366,288,746,745,439,421,712,700
b3606,182,154,89,79,147,154,87,102
b3607,1618,1362,1708,1721,1207,1061,1616,1593
b3608,2634,2290,3300,3480,2774,2780,3121,3548
b3609,2362,2002,2277,2155,2616,2575,2288,2725
b3610,1601,1498,1977,2475,2140,1961,1852,2997
b3611,1550,1242,1871,1735,1552,1505,1804,2284
b3612,5948,4910,4831,3869,5425,5117,6167,5669
b3613,1630,1380,1220,1053,1554,1333,1173,1298
b3614,432,373,357,320,426,389,398,542
b3615,16,8,47,45,14,17,41,38
b3616,505,382,2317,2152,590,592,2178,1788
b3617,362,301,1639,1499,474,435,1769,1613
b3618,445,340,247,200,318,341,319,356
b3619,3242,2843,3511,3331,3348,3155,3230,3518
b3620,1446,1158,1539,1563,1439,1313,1426,1755
b3621,678,495,539,446,575,586,526,655
b3622,852,669,281,179,639,630,300,392
b3623,507,494,290,215,459,450,239,281
b3624,234,225,135,133,214,232,128,141
b3625,298,273,179,195,255,276,148,216
b3626,355,324,215,203,314,284,165,205
b3627,453,379,377,328,462,459,284,323
b3628,403,370,445,413,465,429,370,397
b3629,391,339,170,116,273,274,131,116
b3630,310,302,270,231,314,335,276,228
b3631,590,537,514,466,704,519,476,512
b3632,784,618,700,654,817,796,633,646
b3633,1221,978,521,515,993,917,523,566
b3634,239,205,235,214,194,232,218,233
b3635,132,119,105,74,187,184,85,86
b3636,2894,2592,716,306,2116,2494,608,325
b3637,19715,15971,6634,4615,14921,14504,8111,5865
b3638,634,546,282,213,615,554,349,242
b3639,1571,1385,1545,1444,1835,1643,1378,1386
b3640,1344,1115,996,1018,1546,1397,904,1106
b3641,1172,1040,617,566,1425,1349,679,617
b3642,108,102,22,24,67,70,29,24
b3644,2100,1687,2475,2060,1972,1885,2416,2364
b3645,98,47,44,26,123,115,40,46
b3646,22,21,19,17,26,18,18,32
b3647,52,38,89,71,47,41,60,72
b3648,1777,1535,1938,1762,1864,1797,1903,1703
b3649,1415,1285,1249,1193,1368,1450,1370,1315
b3650,5584,4784,6318,6579,5296,4948,5991,7326
b3651,682,574,578,645,591,541,599,678
b3652,1437,1221,1322,1175,1303,1246,1116,1291
b3653,571,419,935,795,485,495,953,683
b3654,2700,2066,1496,1129,2429,2342,1347,1294
b3655,1059,869,1878,1678,1352,1247,1778,1649
b3656,117,108,131,140,121,112,131,155
b3657,25,19,24,30,19,25,28,35
b3659,18,14,16,6,14,20,20,10
b3660,252,218,316,301,345,289,348,278
b3661,2951,2526,1739,1622,3635,3539,1839,2125
b3662,208,149,234,241,178,191,283,288
b3663,75,55,57,69,90,75,92,72
b3664,16,13,28,26,13,27,23,17
b3665,276,209,142,132,215,196,150,145
b3666,13,16,22,18,22,21,14,13
b3667,114,106,119,92,138,137,130,122
b3668,177,154,264,251,196,216,418,348
b3669,764,567,1249,1084,684,683,1839,1721
b3670,524,483,1028,1106,537,471,1589,1751
b3671,5527,5168,16867,15667,5873,5470,30132,22767
b3672,973,1168,382,436,2047,2112,1017,1279
b3673,6,5,29,24,9,10,26,24
b3674,19,15,23,23,20,14,24,16
b3675,22,17,41,45,25,33,41,36
b3676,65,47,109,111,79,61,153,89
b3677,76,53,41,38,52,53,52,41
b3678,31,34,54,55,32,28,47,44
b3679,23,8,22,23,17,13,23,28
b3680,55,50,79,49,49,50,81,70
b3684,27,25,44,29,27,36,41,32
b3685,565,534,317,260,512,547,299,238
b3686,54,43,66,58,182,181,59,64
b3687,398,426,630,454,1223,1153,411,355
b3688,782,608,1355,1079,845,819,1730,1343
b3689,327,264,466,439,353,314,426,444
b3690,41,33,53,46,55,40,36,56
b3691,34,41,34,35,36,33,35,37
b3693,40,26,69,86,50,51,61,54
b3696,89,68,67,100,108,73,85,66
b3697,1400,1171,1072,864,1251,1095,1226,1194
b3698,227,165,560,496,264,269,539,495
b3699,4483,3760,5299,4734,4259,3802,4661,5249
b3700,383,348,324,277,312,288,259,340
b3701,1384,1139,1998,2147,1276,1160,1613,1826
b3702,3180,2555,4471,4708,2965,2733,3956,3989
b3703,4610,4117,1123,878,3761,3948,1202,1369
b3704,2343,1738,891,635,1598,1568,944,802
b3705,8905,7296,4236,3778,7361,6754,4367,4787
b3706,1236,1052,3108,3111,1277,1223,2472,2518
b3707,11,8,0,1,9,12,0,1
b3708,67,53,19,27,53,49,22,16
b3709,16,12,8,7,10,10,6,2
b3710,58,46,25,17,59,42,36,33
b3711,155,141,177,178,158,151,188,217
b3712,377,386,561,645,420,387,459,652
b3713,589,560,1345,1447,663,677,1048,1249
b3714,3286,2570,1297,1163,2606,2471,1419,1514
b3715,271,253,215,197,261,258,221,211
b3716,27,34,39,27,67,41,25,17
